year,road,PedalCycles,Motorcycles,CarsTaxis,bus,AllHGVs,AllMotorVehicles
2001,A1086,85,264,24131,519,498,28051
2001,A1087,3,22,6815,112,292,8374
2001,A1088,26,316,17784,159,998,22729
2001,A1089,60,212,15998,69,5102,23905
2001,A109,255,425,34063,832,1035,40672
2001,A1090,23,51,2998,61,656,4302
2001,A1092,43,280,16027,168,750,20155
2001,A1094,100,224,12294,95,417,15078
2001,A1095,84,52,5655,65,116,6506
2001,A1096,22,75,12826,112,1293,16091
2001,A1098,186,175,16675,88,223,18781
2001,A1099,218,102,6642,83,112,7501
2001,A11,1624,5661,498476,5139,57183,639079
2001,A110,205,876,65709,1920,1875,79445
2001,A1101,597,927,82167,1053,10072,108574
2001,A1103,3,7,1433,17,93,1855
2001,A1104,162,189,13489,193,703,16811
2001,A1105,1122,452,23719,901,647,28607
2001,A1107,10,13,4969,149,222,6131
2001,A1108,25,18,3792,84,37,4238
2001,A111,104,413,45889,575,1259,53630
2001,A1110,5,18,3055,148,80,3618
2001,A1111,4,2,2626,13,85,3174
2001,A1112,202,867,55609,738,2143,69168
2001,A1114,113,475,35951,183,1453,42390
2001,A1117,443,401,19791,196,627,23381
2001,A112,619,1194,73030,3019,2233,88916
2001,A1120,53,401,25621,170,1878,32028
2001,A1121,4,125,10605,80,1067,13952
2001,A1122,116,519,35648,385,3409,47455
2001,A1123,245,693,57430,554,3702,70889
2001,A1124,296,407,45393,633,2073,55004
2001,A1126,0,26,3910,18,531,4999
2001,A1129,114,39,2035,33,28,2451
2001,A113,216,1199,53201,384,1186,63028
2001,A1130,135,179,15078,334,400,17570
2001,A1133,168,496,22978,275,2174,29924
2001,A1134,4401,1050,49670,728,1342,58019
2001,A1136,522,180,19610,397,417,22736
2001,A1137,233,32,4028,26,121,4928
2001,A1138,11,4,108,0,74,248
2001,A1139,40,1125,120755,751,12794,152366
2001,A114,174,288,23380,353,493,27948
2001,A1140,30,53,3968,221,87,4910
2001,A1141,41,121,8830,96,291,10618
2001,A1144,135,129,3101,55,39,3618
2001,A1146,19,34,3148,39,46,3659
2001,A1147,54,26,5559,139,172,6597
2001,A1148,67,23,6919,71,51,7409
2001,A1149,11,5,788,4,15,893
2001,A115,63,126,4779,127,419,6591
2001,A1150,35,192,12454,195,1150,15651
2001,A1151,381,906,54555,649,1509,63606
2001,A1152,21,182,10712,83,472,12859
2001,A1153,30,149,6001,0,1193,7573
2001,A1155,29,207,21855,340,209,24405
2001,A1156,997,1046,48515,1037,937,56826
2001,A1158,52,80,6760,71,82,7715
2001,A1159,134,410,26426,247,794,31318
2001,A116,83,75,7676,142,84,8703
2001,A1160,20,79,4143,38,71,4722
2001,A1165,398,327,17137,270,1387,22608
2001,A1166,242,130,6671,105,443,8362
2001,A1167,48,92,9721,354,297,11885
2001,A1168,25,128,9280,100,221,11143
2001,A1169,86,308,26341,284,1087,31603
2001,A117,146,210,16486,714,723,20182
2001,A1170,121,378,48812,547,2768,58902
2001,A1171,45,64,11868,168,218,13454
2001,A1172,17,18,2996,62,103,3507
2001,A1173,87,228,13371,171,2836,19668
2001,A1174,573,398,29903,422,1987,36914
2001,A1176,389,86,6455,71,101,7338
2001,A1179,114,103,10930,186,198,12106
2001,A118,614,1177,78882,1761,2256,92650
2001,A1184,112,426,32899,391,1143,38607
2001,A1185,21,44,6100,26,1962,8777
2001,A1189,110,178,12873,194,222,14529
2001,A119,237,219,20264,447,560,24105
2001,A1198,102,639,54731,459,4875,68217
2001,A1199,54,62,2291,66,105,2974
2001,A12,1293,20833,1379566,8199,142778,1779954
2001,A120,211,3434,310627,2550,27416,392081
2001,A1200,622,770,9864,301,405,13176
2001,A1201,361,511,17812,764,430,21588
2001,A1202,429,1224,11146,195,823,16196
2001,A1203,177,4074,45269,708,3223,60846
2001,A1205,452,324,9370,334,1146,12229
2001,A1206,311,642,11638,503,1233,15416
2001,A1207,34,94,2027,153,149,2768
2001,A1208,128,250,4511,137,221,5976
2001,A1209,336,300,4565,95,277,6140
2001,A121,246,694,49588,643,1982,60422
2001,A1210,80,236,2052,70,456,3008
2001,A1211,368,757,7934,294,351,10692
2001,A1214,897,1043,53386,632,1477,62292
2001,A123,128,405,40196,1815,857,47909
2001,A1231,135,730,101682,1122,6923,124520
2001,A1232,118,234,19131,132,1121,23719
2001,A1235,119,198,14562,47,714,17776
2001,A1237,172,799,66647,281,5407,81099
2001,A1238,59,21,2099,44,157,2557
2001,A124,553,892,84536,2883,2166,99982
2001,A1240,107,156,6873,382,235,8832
2001,A1242,186,174,8775,302,195,10328
2001,A1243,685,271,19907,347,712,23704
2001,A1245,4,352,21379,131,1902,27698
2001,A1246,22,489,41948,181,11932,60057
2001,A125,76,386,31936,524,1506,38006
2001,A1250,50,98,10696,151,323,12457
2001,A1251,23,103,6729,943,149,8685
2001,A126,202,428,28504,517,2595,36065
2001,A1260,10,266,30681,174,1426,35905
2001,A1261,94,1168,26424,436,1412,34761
2001,A1263,1,33,1128,15,86,1505
2001,A127,556,5783,367549,1591,23700,463935
2001,A128,156,817,70458,622,3906,85836
2001,A129,307,719,74302,733,3139,89715
2001,A1290,110,106,11601,219,319,13582
2001,A13,1283,16908,575999,5396,59255,758386
2001,A130,181,1559,129761,593,10917,164690
2001,A1300,100,94,17742,578,377,20713
2001,A1301,307,233,21137,154,993,24741
2001,A1302,150,210,18134,163,345,20572
2001,A1303,879,601,43569,762,1637,51607
2001,A1304,67,281,25585,315,969,30054
2001,A1305,29,95,11847,114,377,13842
2001,A1306,122,814,46424,750,4890,60229
2001,A1307,3424,1393,106233,1317,4953,125992
2001,A1308,54,71,7558,84,278,8872
2001,A1309,1568,343,17703,392,628,20855
2001,A131,177,1372,91560,667,4691,112094
2001,A132,194,877,67252,425,3275,81971
2001,A1321,132,139,16901,139,268,19291
2001,A133,371,1720,110687,749,4681,133564
2001,A134,384,2469,175421,1462,19506,225866
2001,A135,184,147,16912,287,358,19250
2001,A136,45,50,561,26,101,809
2001,A137,475,875,55437,1039,2758,67713
2001,A138,93,260,21564,102,852,25446
2001,A1384,76,35,889,6,5,1022
2001,A139,91,69,7942,449,231,9488
2001,A14,129,10193,1552067,6986,362002,2156725
2001,A140,404,2827,260559,2328,24591,331712
2001,A1400,54,243,24961,300,622,28894
2001,A1402,183,171,6303,154,130,7582
2001,A141,80,872,84768,931,11594,112643
2001,A142,137,648,87276,804,11354,115648
2001,A1421,23,81,4088,47,209,5022
2001,A143,366,3039,187644,1763,17899,240259
2001,A1434,674,345,24345,166,946,28343
2001,A144,124,253,19684,236,1884,25589
2001,A145,126,229,13753,135,729,16824
2001,A146,301,1659,114037,1110,6494,139303
2001,A147,435,740,31876,548,680,37478
2001,A148,840,970,121190,1789,8744,147378
2001,A149,864,2449,204348,2465,8223,241581
2001,A15,840,3903,295992,2524,34602,378048
2001,A1500,64,206,13545,64,499,15911
2001,A151,554,452,52478,472,5158,68090
2001,A152,47,183,10032,89,1125,13317
2001,A153,128,950,75851,464,5734,93208
2001,A154,241,217,11462,66,1076,14200
2001,A155,12,76,7756,77,604,9798
2001,A156,26,283,21653,163,1822,27232
2001,A157,6,503,31130,175,2410,38996
2001,A158,51,749,87191,1021,7185,108791
2001,A159,363,392,28451,357,1379,34363
2001,A16,794,2559,228849,1449,24190,292153
2001,A160,6,61,6296,40,4802,12352
2001,A161,377,594,25783,376,1971,32913
2001,A162,60,823,55229,330,11303,75939
2001,A163,520,277,10120,91,724,13082
2001,A164,400,1317,93819,560,4140,109339
2001,A165,2412,2345,156744,2830,8814,190609
2001,A166,60,717,40272,422,3138,50210
2001,A167,839,3170,336866,5314,15872,401239
2001,A168,32,803,123158,853,28005,171419
2001,A169,306,2724,52552,534,3053,65605
2001,A17,34,1971,215366,1489,54779,312519
2001,A170,308,2250,92956,695,5603,116458
2001,A171,389,1173,121476,1684,7564,147483
2001,A172,322,605,64734,1215,2943,76240
2001,A173,131,183,18767,265,644,22029
2001,A174,171,1701,164116,1497,8462,193420
2001,A176,113,387,47486,564,1563,55072
2001,A177,126,381,61715,925,2934,72767
2001,A178,93,259,23027,209,1349,28263
2001,A179,49,247,29422,332,1775,34404
2001,A18,794,2488,180372,1889,13146,221095
2001,A180,166,811,119302,779,24771,168634
2001,A181,40,109,28634,434,1169,33790
2001,A182,120,353,59103,1482,2152,70122
2001,A183,422,410,68654,1622,1976,80311
2001,A184,128,1175,109095,1520,5300,130074
2001,A185,300,225,22346,444,1134,26814
2001,A186,259,544,54794,1363,2070,65976
2001,A187,267,257,18478,313,1173,23165
2001,A188,101,67,17134,464,497,20353
2001,A189,323,1412,137311,1647,6137,162074
2001,A19,2195,7078,1017959,7082,124475,1298413
2001,A190,74,161,12621,236,372,14806
2001,A191,446,405,58997,1093,1469,67820
2001,A192,383,655,62038,801,1228,70554
2001,A193,763,781,70850,2141,1676,84002
2001,A194,237,698,79845,794,6367,98467
2001,A195,77,235,21211,295,1032,25646
2001,A196,132,136,16413,402,465,19240
2001,A197,243,221,35676,587,999,40855
2001,A198,174,434,34590,422,990,40458
2001,A199,240,988,70728,1496,4956,87978
2001,A2,1996,23208,850088,12701,70687,1096868
2001,A20,1571,8565,385434,6061,28381,487159
2001,A200,1516,2828,38344,1408,2559,51266
2001,A2000,9,57,5130,24,339,6216
2001,A2001,2,9,733,1,7,801
2001,A2003,50,55,6223,89,165,7236
2001,A2004,236,134,15355,176,220,16921
2001,A2008,3,7,542,10,18,646
2001,A201,1509,2850,34414,1353,1487,46416
2001,A2010,55,82,4542,205,73,5460
2001,A2011,41,287,24287,59,1075,27896
2001,A2014,15,61,4823,89,208,5899
2001,A2015,86,274,12741,201,374,15134
2001,A2016,47,635,31284,390,3647,41272
2001,A2017,6,7,500,18,23,612
2001,A2018,41,271,16197,137,576,19765
2001,A202,1872,2727,43502,2263,3023,57969
2001,A2021,238,176,17512,238,346,20150
2001,A2022,139,1183,78026,794,2768,91158
2001,A2023,62,60,5464,67,104,6511
2001,A2025,52,38,4015,56,111,4969
2001,A2026,19,68,3880,20,147,4753
2001,A2029,29,45,4027,84,29,4747
2001,A203,497,711,12034,529,474,15772
2001,A2030,1045,813,53152,517,1237,62667
2001,A2031,121,76,8084,82,151,9303
2001,A2032,153,259,16853,151,376,19674
2001,A2033,61,83,7100,155,94,8190
2001,A2034,78,97,7399,204,103,8616
2001,A2036,37,61,4985,51,139,5935
2001,A2037,80,191,16364,209,1074,20556
2001,A2038,46,105,9415,71,225,11229
2001,A2039,4,20,2188,70,27,2519
2001,A204,211,332,10191,520,225,12601
2001,A2040,34,33,2299,46,38,2657
2001,A2041,28,143,14428,463,294,16749
2001,A2042,75,149,17973,150,426,20568
2001,A2043,521,724,34540,594,786,40907
2001,A2044,82,88,5314,40,192,6200
2001,A2045,71,209,9372,91,251,11335
2001,A2047,805,339,16763,853,404,20903
2001,A205,1912,5058,163239,3420,9795,205670
2001,A2050,61,141,19079,393,670,22263
2001,A206,851,2787,101375,2692,10014,132953
2001,A207,309,1434,48430,1054,1223,57568
2001,A2070,37,330,51333,405,4596,64740
2001,A208,135,562,34220,948,755,40678
2001,A209,51,101,5233,244,201,6519
2001,A21,1127,6291,397807,5902,23296,491140
2001,A210,159,442,22513,586,486,26572
2001,A2100,86,198,24542,225,1111,29430
2001,A2101,82,69,11176,313,205,12678
2001,A2102,46,52,2758,94,44,3297
2001,A211,96,179,17065,533,263,19530
2001,A212,384,1814,77996,2103,2222,95006
2001,A213,151,433,18557,555,914,22998
2001,A214,725,2713,78512,1330,2098,95885
2001,A215,1247,2521,65965,2937,1943,81538
2001,A216,128,365,11119,374,412,14075
2001,A217,1477,4321,211405,2986,7579,251967
2001,A218,255,780,18258,331,826,23733
2001,A219,2195,4091,82584,2608,3256,104195
2001,A2198,68,152,3376,20,180,4394
2001,A2199,168,465,14088,270,254,16949
2001,A22,427,3690,250485,1809,14657,307702
2001,A220,65,319,18042,364,752,21790
2001,A2203,56,63,2296,43,146,3065
2001,A2204,3,8,210,32,45,330
2001,A2205,60,98,799,20,123,1167
2001,A2206,36,182,4640,19,200,5966
2001,A2208,148,219,9837,296,369,12528
2001,A2209,69,158,3528,56,285,4568
2001,A221,83,292,18480,363,552,21808
2001,A2210,156,129,3443,87,545,4307
2001,A2211,91,108,5761,219,238,7044
2001,A2212,118,380,21771,729,316,25447
2001,A2213,27,319,8684,142,55,10477
2001,A2214,286,279,19016,457,445,22510
2001,A2215,156,174,5224,478,121,6796
2001,A2216,411,701,19982,1019,410,24984
2001,A2217,481,312,14101,651,413,17380
2001,A2218,93,171,11141,136,236,13499
2001,A2219,201,62,7829,47,92,8489
2001,A222,537,1371,94723,2141,2610,111602
2001,A2220,127,208,37679,260,817,41955
2001,A223,184,749,42307,745,1225,50621
2001,A224,267,906,64194,801,3129,76229
2001,A225,375,980,62853,644,1491,73833
2001,A226,344,898,63919,2059,2736,78086
2001,A2260,20,110,9554,171,1202,12672
2001,A227,241,863,80159,1007,1601,92451
2001,A2270,134,265,28451,448,749,33304
2001,A228,160,1906,136157,1381,14667,175786
2001,A2280,20,71,8996,63,187,10080
2001,A229,203,2167,167043,2161,8686,205202
2001,A2290,170,58,7641,38,235,8981
2001,A23,4506,11385,656723,9344,30281,781195
2001,A230,79,183,9884,191,241,11723
2001,A2300,12,64,6460,24,424,7583
2001,A231,179,282,17089,903,316,20479
2001,A232,583,1992,135280,2236,5303,159188
2001,A233,41,496,39524,462,1467,46317
2001,A234,87,461,12915,488,242,15897
2001,A235,364,423,24054,1122,579,28791
2001,A236,289,951,40492,580,2281,51197
2001,A237,231,1171,39137,904,1746,48646
2001,A238,533,710,28412,792,950,33888
2001,A239,100,297,9902,132,673,12663
2001,A24,2465,8100,471232,3740,19320,557818
2001,A240,401,1571,71582,634,2025,83741
2001,A242,20,34,4623,40,103,5324
2001,A243,473,1570,63167,767,2041,75315
2001,A244,804,1492,80659,875,2716,94845
2001,A245,445,1126,74311,578,2480,86712
2001,A246,167,597,38991,331,1190,45466
2001,A247,222,307,24956,168,673,29166
2001,A248,79,150,10723,104,288,12650
2001,A249,111,1696,146314,1364,17187,192544
2001,A25,789,3320,228898,1916,9307,271238
2001,A250,280,184,11053,204,141,12618
2001,A251,9,261,20452,173,1121,26323
2001,A252,17,135,10103,79,731,12954
2001,A253,7,46,3041,31,219,3851
2001,A254,238,166,13873,217,225,16063
2001,A255,417,381,25573,506,462,29807
2001,A256,300,1534,98571,1702,5395,120595
2001,A257,111,441,32504,325,771,37568
2001,A258,266,684,51692,744,1458,60133
2001,A259,5541,8504,626430,7938,21190,744597
2001,A26,685,2530,206126,2639,10918,251504
2001,A260,47,328,25679,412,1099,31671
2001,A261,13,51,5316,82,282,6456
2001,A262,46,480,32365,273,1327,39603
2001,A264,276,1678,196429,1042,8203,226596
2001,A265,26,200,24570,232,1300,30864
2001,A267,33,723,63775,395,2200,74852
2001,A268,77,505,29528,369,1210,35770
2001,A269,182,273,20836,271,597,25284
2001,A27,2387,12626,1013370,6281,61267,1233989
2001,A270,1272,1058,60614,1047,1474,72302
2001,A271,142,425,32965,395,2128,41012
2001,A272,436,2631,235407,1503,12287,283652
2001,A273,71,321,34368,177,1054,39345
2001,A274,112,371,43335,495,1602,51923
2001,A275,72,330,24562,217,1035,30247
2001,A277,66,53,6006,129,159,7187
2001,A278,0,253,20854,184,1385,26048
2001,A28,915,2371,201548,3124,9487,246407
2001,A280,77,306,22733,198,1525,27515
2001,A281,411,1373,121138,800,5115,143498
2001,A282,3,1201,139755,838,27086,191350
2001,A283,249,1098,125651,972,5584,150610
2001,A284,141,146,12815,90,654,15779
2001,A285,241,388,29713,157,1014,34622
2001,A286,544,1019,97563,1092,2765,113326
2001,A287,233,944,81023,515,2568,93237
2001,A288,803,477,27687,602,411,32661
2001,A289,126,1379,83264,671,8144,106387
2001,A29,311,1141,107875,545,5862,130309
2001,A290,176,246,24486,514,463,28114
2001,A291,62,231,12127,264,389,14715
2001,A292,176,201,18997,314,619,22536
2001,A293,22,90,9269,125,308,10756
2001,A295,75,67,6201,116,162,7381
2001,A296,28,170,13958,299,696,17057
2001,A297,128,340,12413,342,342,14782
2001,A298,22,272,14807,71,231,16412
2001,A299,73,1543,154488,1646,11652,197398
2001,A2990,46,152,26342,210,710,30869
2001,A3,5801,26648,1287216,10252,59106,1542090
2001,A30,1301,13362,1248542,7931,95535,1531774
2001,A300,237,463,3356,140,251,4908
2001,A3000,144,61,2308,33,10,2685
2001,A3002,196,209,12114,268,365,14585
2001,A3003,108,266,11957,119,430,14826
2001,A3004,97,159,7730,175,113,8981
2001,A3005,215,197,27820,828,608,31723
2001,A3006,80,71,6675,306,108,7769
2001,A3008,7,7,282,2,4,335
2001,A301,1008,1220,13202,972,277,17535
2001,A3010,8,91,11642,110,218,13004
2001,A3011,16,237,7722,49,317,9286
2001,A3013,60,126,11930,80,257,13463
2001,A3015,433,734,31108,511,773,36398
2001,A3016,16,57,6075,72,223,7164
2001,A302,945,1599,25428,1831,773,33406
2001,A3020,238,1331,58029,899,1983,67889
2001,A3021,84,303,11161,180,452,13055
2001,A3022,388,1234,55595,1183,2543,66739
2001,A3023,232,276,25073,325,602,29481
2001,A3024,500,1439,69534,1060,2678,82701
2001,A3025,211,478,20300,412,612,23978
2001,A3026,2,17,2468,66,317,2905
2001,A3027,253,171,6438,150,119,7610
2001,A3028,49,70,4628,70,155,5512
2001,A3029,135,518,24451,288,1290,29704
2001,A303,156,6655,701769,4127,69234,854735
2001,A3030,5,169,8654,73,568,11326
2001,A3031,100,174,3706,26,63,4348
2001,A3032,105,62,4721,40,174,5538
2001,A3033,76,35,4081,86,65,4747
2001,A3035,84,182,8775,171,89,10171
2001,A3036,1124,2775,41150,1483,1799,53824
2001,A3038,135,36,2280,76,34,2666
2001,A3039,96,55,3600,257,70,4378
2001,A304,638,711,7562,255,547,10131
2001,A3040,60,180,8399,142,147,10003
2001,A3044,101,442,32039,248,1795,38559
2001,A3046,61,253,16492,106,483,18866
2001,A3047,229,527,31915,458,1201,39130
2001,A3049,928,1464,70256,643,2098,84253
2001,A305,747,680,22473,1322,454,27740
2001,A3050,319,508,27952,301,876,32805
2001,A3051,108,208,11101,64,346,13189
2001,A3052,132,913,68217,916,2625,81211
2001,A3054,312,2125,60402,988,2328,72604
2001,A3055,346,756,44475,992,916,51656
2001,A3056,188,721,27833,276,696,31703
2001,A3057,440,970,62962,1052,2730,76396
2001,A3058,85,480,30053,408,787,36283
2001,A3059,29,170,13973,174,364,16566
2001,A306,408,1117,26784,1027,530,32583
2001,A3060,302,586,30363,450,636,35437
2001,A3062,73,111,7107,219,80,8252
2001,A3063,142,126,10278,116,127,11795
2001,A3064,100,348,12369,343,255,14951
2001,A3065,67,119,5859,51,208,7024
2001,A3066,153,531,24207,260,1383,29684
2001,A307,1232,1565,82283,1707,2050,96287
2001,A3071,11,65,6783,99,269,8279
2001,A3072,95,451,34859,401,3026,44899
2001,A3073,10,17,895,9,40,1082
2001,A3074,45,158,10762,188,178,12677
2001,A3075,29,358,29077,356,960,34308
2001,A3076,0,7,1327,13,33,1536
2001,A3078,10,39,11003,129,415,13423
2001,A3079,28,85,9284,226,854,12190
2001,A308,2784,5421,231702,3472,8073,274134
2001,A3082,59,258,10636,103,264,12594
2001,A3083,37,179,17228,166,457,19851
2001,A3088,102,357,28753,156,2782,36090
2001,A309,408,1292,43770,317,1330,52412
2001,A3090,79,766,58651,515,1425,66955
2001,A3093,3,110,8866,93,614,10947
2001,A3094,78,94,13348,69,908,15958
2001,A3095,100,448,56715,305,1799,64496
2001,A3098,92,119,9802,75,267,11837
2001,A31,383,8384,640658,3733,40911,775847
2001,A310,840,755,33726,610,895,40001
2001,A3100,501,658,50559,582,1131,57340
2001,A3102,366,1259,84408,784,6268,102534
2001,A311,282,213,10181,442,208,12170
2001,A3110,126,28,395,23,24,548
2001,A3111,61,28,287,21,11,441
2001,A3112,33,106,287,8,5,518
2001,A3113,3,99,12537,111,812,15027
2001,A312,510,2289,161241,1807,8685,194675
2001,A3121,44,71,4000,21,199,4776
2001,A3122,6,175,11096,181,611,13873
2001,A3123,8,31,2679,72,134,3346
2001,A3124,50,122,14811,299,995,19188
2001,A3125,246,238,11038,248,343,13283
2001,A3126,37,60,4425,59,146,5293
2001,A313,216,220,15521,229,311,17501
2001,A314,229,128,16096,343,246,18418
2001,A315,3133,4575,90221,3844,2968,113660
2001,A316,843,4208,145866,1353,5090,173130
2001,A317,304,718,47912,423,1658,55487
2001,A318,399,297,17073,160,429,20572
2001,A319,166,447,30276,140,741,34756
2001,A32,1416,2370,98242,1342,5012,121464
2001,A320,539,1465,93403,1046,3693,109507
2001,A3200,364,947,11369,386,508,15333
2001,A3201,69,76,815,11,51,1188
2001,A3202,64,267,3745,214,231,5018
2001,A3203,214,422,5740,274,467,8016
2001,A3204,162,354,6649,145,595,8960
2001,A3205,901,3073,39723,855,1978,53212
2001,A3207,195,43,1930,191,28,2437
2001,A3209,190,251,4168,155,196,5331
2001,A321,328,527,61912,331,1403,69984
2001,A3210,13,9,496,1,10,561
2001,A3211,1022,4524,39878,832,2751,54291
2001,A3212,2105,4753,37354,1496,1737,52766
2001,A3213,119,157,4468,200,183,5705
2001,A3214,416,519,5473,384,368,7201
2001,A3216,1161,1284,17911,841,771,24043
2001,A3217,1120,1098,14248,730,407,18522
2001,A3218,632,700,11749,411,304,15303
2001,A3219,263,146,1830,130,55,2445
2001,A322,272,1842,158617,789,7420,185755
2001,A3220,1354,3023,61192,1389,3011,79163
2001,A323,491,975,64316,453,2158,75534
2001,A324,142,441,32855,307,837,37868
2001,A325,561,1597,128289,1039,4110,149137
2001,A3259,81,200,9104,47,399,10981
2001,A326,160,1198,82662,588,4669,97222
2001,A327,739,984,74407,654,3544,85764
2001,A328,78,71,6536,91,78,7325
2001,A329,1900,4080,330608,3047,14464,388243
2001,A3290,1,81,5352,62,166,6124
2001,A329M,0,377,27087,266,889,31221
2001,A33,539,2749,212248,1395,10152,248945
2001,A330,125,275,33450,159,813,37977
2001,A331,69,1570,136663,351,6165,160182
2001,A332,139,769,76920,677,2701,87341
2001,A334,160,511,40957,294,1674,48329
2001,A335,466,817,47659,555,1818,56458
2001,A336,114,193,13938,98,425,16030
2001,A337,357,1121,108207,807,3750,125310
2001,A338,327,3913,345464,2646,16175,408916
2001,A339,188,1871,179753,835,11647,213805
2001,A34,2450,12380,1474371,13475,166339,1834238
2001,A340,181,831,70500,578,2897,82164
2001,A3400,262,1110,93649,1178,3354,109481
2001,A341,132,246,20087,234,532,23564
2001,A342,203,882,62980,489,4001,76442
2001,A343,253,664,59917,525,2539,71543
2001,A344,8,65,3342,57,112,3968
2001,A345,162,856,56480,796,2346,67004
2001,A346,20,482,48562,456,4613,60535
2001,A347,466,568,38008,425,601,43348
2001,A348,320,731,41842,323,2318,52375
2001,A349,219,450,32237,204,1454,38137
2001,A35,1942,7316,516225,4593,25858,616189
2001,A350,394,3183,250067,1917,21826,312029
2001,A351,251,951,51948,636,2253,63559
2001,A352,179,1073,57821,641,2301,68715
2001,A353,123,385,29754,602,974,35093
2001,A354,610,2620,143515,1887,6919,173809
2001,A355,127,787,75148,598,3695,89064
2001,A356,46,328,21492,109,1659,26622
2001,A357,73,489,31846,377,2586,40505
2001,A358,381,1966,154600,1564,12761,193576
2001,A359,162,747,34952,324,1008,41978
2001,A36,587,3062,259509,2372,28898,324570
2001,A360,120,578,57509,656,2524,67543
2001,A3604,51,84,8102,177,341,9756
2001,A361,699,5733,456244,3734,42082,576788
2001,A362,158,625,42534,472,3436,53573
2001,A363,280,473,38249,263,1855,45284
2001,A365,99,298,20612,175,1074,25124
2001,A366,61,195,13655,73,284,16277
2001,A367,189,932,55169,1461,2147,66722
2001,A368,85,398,28060,330,1129,34614
2001,A369,98,699,42453,417,1264,49682
2001,A37,381,3004,175685,1625,18079,226596
