year,road,PedalCycles,Motorcycles,CarsTaxis,bus,AllHGVs,AllMotorVehicles
2001,A1107,3,3,3,3,3,3
2001,A1108,1,1,1,1,1,1
2001,A111,8,8,8,8,8,8
2001,A1110,1,1,1,1,1,1
2001,A1111,1,1,1,1,1,1
2001,A1112,10,10,10,10,10,10
2001,A1114,7,7,7,7,7,7
2001,A1117,5,5,5,5,5,5
2001,A112,21,21,21,21,21,21
2001,A1120,5,5,5,5,5,5
2001,A1121,2,2,2,2,2,2
2001,A1122,3,3,3,3,3,3
2001,A1123,7,7,7,7,7,7
2001,A1124,8,8,8,8,8,8
2001,A1126,1,1,1,1,1,1
2001,A1129,2,2,2,2,2,2
2001,A113,11,11,11,11,11,11
2001,A1130,11,11,11,11,11,11
2001,A1133,5,5,5,5,5,5
2001,A1134,11,11,11,11,11,11
2001,A1136,5,5,5,5,5,5
2001,A1137,2,2,2,2,2,2
2001,A1138,1,1,1,1,1,1
2001,A1139,13,13,13,13,13,13
2001,A114,7,7,7,7,7,7
2001,A1140,1,1,1,1,1,1
2001,A1141,4,4,4,4,4,4
2001,A1144,1,1,1,1,1,1
2001,A1146,1,1,1,1,1,1
2001,A1147,2,2,2,2,2,2
2001,A1148,1,1,1,1,1,1
2001,A1149,1,1,1,1,1,1
2001,A115,3,3,3,3,3,3
2001,A1150,2,2,2,2,2,2
2001,A1151,5,5,5,5,5,5
2001,A1152,1,1,1,1,1,1
2001,A1153,1,1,1,1,1,1
2001,A1155,4,4,4,4,4,4
2001,A1156,19,19,19,19,19,19
2001,A1158,5,5,5,5,5,5
2001,A1159,2,2,2,2,2,2
2001,A116,3,3,3,3,3,3
2001,A1160,1,1,1,1,1,1
2001,A1165,5,5,5,5,5,5
2001,A1166,3,3,3,3,3,3
2001,A1167,6,6,6,6,6,6
2001,A1168,3,3,3,3,3,3
2001,A1169,2,2,2,2,2,2
2001,A117,6,6,6,6,6,6
2001,A1170,9,9,9,9,9,9
2001,A1171,7,7,7,7,7,7
2001,A1172,2,2,2,2,2,2
2001,A1173,8,8,8,8,8,8
2001,A1174,4,4,4,4,4,4
2001,A1176,1,1,1,1,1,1
2001,A1179,1,1,1,1,1,1
2001,A118,15,15,15,15,15,15
2001,A1184,6,6,6,6,6,6
2001,A1185,3,3,3,3,3,3
2001,A1189,3,3,3,3,3,3
2001,A119,5,5,5,5,5,5
2001,A1198,4,4,4,4,4,4
2001,A1199,1,1,1,1,1,1
2001,A12,64,64,64,64,64,64
2001,A120,16,16,16,16,16,16
2001,A1200,5,5,5,5,5,5
2001,A1201,5,5,5,5,5,5
2001,A1202,9,9,9,9,9,9
2001,A1203,5,5,5,5,5,5
2001,A1205,3,3,3,3,3,3
2001,A1206,4,4,4,4,4,4
2001,A1207,1,1,1,1,1,1
2001,A1208,1,1,1,1,1,1
2001,A1209,2,2,2,2,2,2
2001,A121,11,11,11,11,11,11
2001,A1210,2,2,2,2,2,2
2001,A1211,9,9,9,9,9,9
2001,A1214,6,6,6,6,6,6
2001,A123,7,7,7,7,7,7
2001,A1231,17,17,17,17,17,17
2001,A1232,3,3,3,3,3,3
2001,A1235,1,1,1,1,1,1
2001,A1237,5,5,5,5,5,5
2001,A1238,1,1,1,1,1,1
2001,A124,15,15,15,15,15,15
2001,A1240,1,1,1,1,1,1
2001,A1242,6,6,6,6,6,6
2001,A1243,4,4,4,4,4,4
2001,A1245,1,1,1,1,1,1
2001,A1246,1,1,1,1,1,1
2001,A125,5,5,5,5,5,5
2001,A1250,5,5,5,5,5,5
2001,A1251,1,1,1,1,1,1
2001,A126,15,15,15,15,15,15
2001,A1260,5,5,5,5,5,5
2001,A1261,6,6,6,6,6,6
2001,A1263,1,1,1,1,1,1
2001,A127,17,17,17,17,17,17
2001,A128,7,7,7,7,7,7
2001,A129,16,16,16,16,16,16
2001,A1290,5,5,5,5,5,5
2001,A13,40,40,40,40,40,40
2001,A130,9,9,9,9,9,9
2001,A1300,3,3,3,3,3,3
2001,A1301,3,3,3,3,3,3
2001,A1302,5,5,5,5,5,5
2001,A1303,12,12,12,12,12,12
2001,A1304,7,7,7,7,7,7
2001,A1305,4,4,4,4,4,4
2001,A1306,11,11,11,11,11,11
2001,A1307,14,14,14,14,14,14
2001,A1308,2,2,2,2,2,2
2001,A1309,3,3,3,3,3,3
2001,A131,16,16,16,16,16,16
2001,A132,9,9,9,9,9,9
2001,A1321,1,1,1,1,1,1
2001,A133,17,17,17,17,17,17
2001,A134,25,25,25,25,25,25
2001,A135,2,2,2,2,2,2
2001,A136,1,1,1,1,1,1
2001,A137,15,15,15,15,15,15
2001,A138,2,2,2,2,2,2
2001,A1384,1,1,1,1,1,1
2001,A139,2,2,2,2,2,2
2001,A14,57,57,57,57,57,57
2001,A140,16,16,16,16,16,16
2001,A1400,1,1,1,1,1,1
2001,A1402,2,2,2,2,2,2
2001,A141,8,8,8,8,8,8
2001,A142,7,7,7,7,7,7
2001,A1421,1,1,1,1,1,1
2001,A143,24,24,24,24,24,24
2001,A1434,2,2,2,2,2,2
2001,A144,5,5,5,5,5,5
2001,A145,8,8,8,8,8,8
2001,A146,10,10,10,10,10,10
2001,A147,8,8,8,8,8,8
2001,A148,17,17,17,17,17,17
2001,A149,21,21,21,21,21,21
2001,A15,38,38,38,38,38,38
2001,A1500,1,1,1,1,1,1
2001,A151,7,7,7,7,7,7
2001,A152,1,1,1,1,1,1
2001,A153,9,9,9,9,9,9
2001,A154,7,7,7,7,7,7
2001,A155,2,2,2,2,2,2
2001,A156,6,6,6,6,6,6
2001,A157,3,3,3,3,3,3
2001,A158,9,9,9,9,9,9
2001,A159,5,5,5,5,5,5
2001,A16,32,32,32,32,32,32
2001,A160,4,4,4,4,4,4
2001,A161,8,8,8,8,8,8
2001,A162,10,10,10,10,10,10
2001,A163,2,2,2,2,2,2
2001,A164,10,10,10,10,10,10
2001,A165,24,24,24,24,24,24
2001,A166,6,6,6,6,6,6
2001,A167,49,49,49,49,49,49
2001,A168,13,13,13,13,13,13
2001,A169,2,2,2,2,2,2
2001,A17,13,13,13,13,13,13
2001,A170,5,5,5,5,5,5
2001,A171,15,15,15,15,15,15
2001,A172,8,8,8,8,8,8
2001,A173,3,3,3,3,3,3
2001,A174,14,14,14,14,14,14
2001,A176,10,10,10,10,10,10
2001,A177,10,10,10,10,10,10
2001,A178,6,6,6,6,6,6
2001,A179,6,6,6,6,6,6
2001,A18,36,36,36,36,36,36
2001,A180,9,9,9,9,9,9
2001,A181,3,3,3,3,3,3
2001,A182,12,12,12,12,12,12
2001,A183,20,20,20,20,20,20
2001,A184,19,19,19,19,19,19
2001,A185,3,3,3,3,3,3
2001,A186,17,17,17,17,17,17
2001,A187,10,10,10,10,10,10
2001,A188,4,4,4,4,4,4
2001,A189,23,23,23,23,23,23
2001,A19,73,73,73,73,73,73
2001,A190,4,4,4,4,4,4
2001,A191,14,14,14,14,14,14
2001,A192,15,15,15,15,15,15
2001,A193,27,27,27,27,27,27
2001,A194,11,11,11,11,11,11
2001,A195,12,12,12,12,12,12
2001,A196,6,6,6,6,6,6
2001,A197,10,10,10,10,10,10
2001,A198,10,10,10,10,10,10
2001,A199,19,19,19,19,19,19
2001,A2,81,81,81,81,81,81
2001,A20,52,52,52,52,52,52
2001,A200,20,20,20,20,20,20
2001,A2000,1,1,1,1,1,1
2001,A2001,1,1,1,1,1,1
2001,A2003,2,2,2,2,2,2
2001,A2004,4,4,4,4,4,4
2001,A2008,1,1,1,1,1,1
2001,A201,16,16,16,16,16,16
2001,A2010,1,1,1,1,1,1
2001,A2011,2,2,2,2,2,2
2001,A2014,5,5,5,5,5,5
2001,A2015,4,4,4,4,4,4
2001,A2016,5,5,5,5,5,5
2001,A2017,1,1,1,1,1,1
2001,A2018,3,3,3,3,3,3
2001,A202,22,22,22,22,22,22
2001,A2021,3,3,3,3,3,3
2001,A2022,10,10,10,10,10,10
2001,A2023,2,2,2,2,2,2
2001,A2025,1,1,1,1,1,1
2001,A2026,1,1,1,1,1,1
2001,A2029,7,7,7,7,7,7
2001,A203,6,6,6,6,6,6
2001,A2030,5,5,5,5,5,5
2001,A2031,2,2,2,2,2,2
2001,A2032,2,2,2,2,2,2
2001,A2033,12,12,12,12,12,12
2001,A2034,6,6,6,6,6,6
2001,A2036,1,1,1,1,1,1
2001,A2037,1,1,1,1,1,1
2001,A2038,2,2,2,2,2,2
2001,A2039,1,1,1,1,1,1
2001,A204,4,4,4,4,4,4
2001,A2040,1,1,1,1,1,1
2001,A2041,3,3,3,3,3,3
2001,A2042,3,3,3,3,3,3
2001,A2043,4,4,4,4,4,4
2001,A2044,2,2,2,2,2,2
2001,A2045,1,1,1,1,1,1
2001,A2047,6,6,6,6,6,6
2001,A205,34,34,34,34,34,34
2001,A2050,4,4,4,4,4,4
2001,A206,16,16,16,16,16,16
2001,A207,15,15,15,15,15,15
2001,A2070,5,5,5,5,5,5
2001,A208,5,5,5,5,5,5
2001,A209,2,2,2,2,2,2
2001,A21,31,31,31,31,31,31
2001,A210,5,5,5,5,5,5
2001,A2100,3,3,3,3,3,3
2001,A2101,1,1,1,1,1,1
2001,A2102,1,1,1,1,1,1
2001,A211,5,5,5,5,5,5
2001,A212,17,17,17,17,17,17
2001,A213,11,11,11,11,11,11
2001,A214,14,14,14,14,14,14
2001,A215,18,18,18,18,18,18
2001,A216,4,4,4,4,4,4
2001,A217,26,26,26,26,26,26
2001,A218,5,5,5,5,5,5
2001,A219,15,15,15,15,15,15
2001,A2198,2,2,2,2,2,2
2001,A2199,2,2,2,2,2,2
2001,A22,24,24,24,24,24,24
2001,A220,4,4,4,4,4,4
2001,A2203,1,1,1,1,1,1
2001,A2204,1,1,1,1,1,1
2001,A2205,3,3,3,3,3,3
2001,A2206,1,1,1,1,1,1
2001,A2208,5,5,5,5,5,5
2001,A2209,2,2,2,2,2,2
2001,A221,8,8,8,8,8,8
2001,A2210,1,1,1,1,1,1
2001,A2211,4,4,4,4,4,4
2001,A2212,3,3,3,3,3,3
2001,A2213,3,3,3,3,3,3
2001,A2214,4,4,4,4,4,4
2001,A2215,1,1,1,1,1,1
2001,A2216,4,4,4,4,4,4
2001,A2217,2,2,2,2,2,2
2001,A2218,1,1,1,1,1,1
2001,A2219,3,3,3,3,3,3
2001,A222,17,17,17,17,17,17
2001,A2220,5,5,5,5,5,5
2001,A223,10,10,10,10,10,10
2001,A224,10,10,10,10,10,10
2001,A225,9,9,9,9,9,9
2001,A226,18,18,18,18,18,18
2001,A2260,4,4,4,4,4,4
2001,A227,9,9,9,9,9,9
2001,A2270,2,2,2,2,2,2
2001,A228,14,14,14,14,14,14
2001,A2280,1,1,1,1,1,1
2001,A229,24,24,24,24,24,24
2001,A2290,1,1,1,1,1,1
2001,A23,75,75,75,75,75,75
2001,A230,1,1,1,1,1,1
2001,A2300,1,1,1,1,1,1
2001,A231,7,7,7,7,7,7
2001,A232,26,26,26,26,26,26
2001,A233,7,7,7,7,7,7
2001,A234,2,2,2,2,2,2
2001,A235,2,2,2,2,2,2
2001,A236,8,8,8,8,8,8
2001,A237,6,6,6,6,6,6
2001,A238,7,7,7,7,7,7
2001,A239,5,5,5,5,5,5
2001,A24,42,42,42,42,42,42
2001,A240,10,10,10,10,10,10
2001,A242,1,1,1,1,1,1
2001,A243,8,8,8,8,8,8
2001,A244,13,13,13,13,13,13
2001,A245,13,13,13,13,13,13
2001,A246,8,8,8,8,8,8
2001,A247,6,6,6,6,6,6
2001,A248,2,2,2,2,2,2
2001,A249,11,11,11,11,11,11
2001,A25,44,44,44,44,44,44
2001,A250,6,6,6,6,6,6
2001,A251,4,4,4,4,4,4
2001,A252,3,3,3,3,3,3
2001,A253,2,2,2,2,2,2
2001,A254,3,3,3,3,3,3
2001,A255,4,4,4,4,4,4
2001,A256,14,14,14,14,14,14
2001,A257,3,3,3,3,3,3
2001,A258,14,14,14,14,14,14
2001,A259,79,79,79,79,79,79
2001,A26,31,31,31,31,31,31
2001,A260,12,12,12,12,12,12
2001,A261,4,4,4,4,4,4
2001,A262,6,6,6,6,6,6
2001,A264,20,20,20,20,20,20
2001,A265,3,3,3,3,3,3
2001,A267,8,8,8,8,8,8
2001,A268,7,7,7,7,7,7
2001,A269,6,6,6,6,6,6
2001,A27,69,69,69,69,69,69
2001,A270,9,9,9,9,9,9
2001,A271,4,4,4,4,4,4
2001,A272,40,40,40,40,40,40
2001,A273,7,7,7,7,7,7
2001,A274,5,5,5,5,5,5
2001,A275,5,5,5,5,5,5
2001,A277,4,4,4,4,4,4
2001,A278,2,2,2,2,2,2
2001,A28,32,32,32,32,32,32
2001,A280,3,3,3,3,3,3
2001,A281,16,16,16,16,16,16
2001,A282,5,5,5,5,5,5
2001,A283,19,19,19,19,19,19
2001,A284,4,4,4,4,4,4
2001,A285,4,4,4,4,4,4
2001,A286,16,16,16,16,16,16
2001,A287,17,17,17,17,17,17
2001,A288,9,9,9,9,9,9
2001,A289,5,5,5,5,5,5
2001,A29,15,15,15,15,15,15
2001,A290,5,5,5,5,5,5
2001,A291,2,2,2,2,2,2
2001,A292,7,7,7,7,7,7
2001,A293,2,2,2,2,2,2
2001,A295,5,5,5,5,5,5
2001,A296,6,6,6,6,6,6
2001,A297,3,3,3,3,3,3
2001,A298,1,1,1,1,1,1
2001,A299,13,13,13,13,13,13
2001,A2990,6,6,6,6,6,6
2001,A3,104,104,104,104,104,104
2001,A30,117,117,117,117,117,117
2001,A300,5,5,5,5,5,5
2001,A3000,1,1,1,1,1,1
2001,A3002,4,4,4,4,4,4
2001,A3003,1,1,1,1,1,1
2001,A3004,5,5,5,5,5,5
2001,A3005,7,7,7,7,7,7
2001,A3006,3,3,3,3,3,3
2001,A3008,1,1,1,1,1,1
2001,A301,5,5,5,5,5,5
2001,A3010,2,2,2,2,2,2
2001,A3011,1,1,1,1,1,1
2001,A3013,2,2,2,2,2,2
2001,A3015,3,3,3,3,3,3
2001,A3016,1,1,1,1,1,1
2001,A302,12,12,12,12,12,12
2001,A3020,8,8,8,8,8,8
2001,A3021,7,7,7,7,7,7
2001,A3022,17,17,17,17,17,17
2001,A3023,4,4,4,4,4,4
2001,A3024,7,7,7,7,7,7
2001,A3025,4,4,4,4,4,4
2001,A3026,1,1,1,1,1,1
2001,A3027,3,3,3,3,3,3
2001,A3028,1,1,1,1,1,1
2001,A3029,10,10,10,10,10,10
2001,A303,36,36,36,36,36,36
2001,A3030,1,1,1,1,1,1
2001,A3031,3,3,3,3,3,3
2001,A3032,3,3,3,3,3,3
2001,A3033,1,1,1,1,1,1
2001,A3035,2,2,2,2,2,2
2001,A3036,9,9,9,9,9,9
2001,A3038,1,1,1,1,1,1
2001,A3039,5,5,5,5,5,5
2001,A304,3,3,3,3,3,3
2001,A3040,1,1,1,1,1,1
2001,A3044,6,6,6,6,6,6
2001,A3046,2,2,2,2,2,2
2001,A3047,10,10,10,10,10,10
2001,A3049,7,7,7,7,7,7
2001,A305,10,10,10,10,10,10
2001,A3050,2,2,2,2,2,2
2001,A3051,2,2,2,2,2,2
2001,A3052,12,12,12,12,12,12
2001,A3054,11,11,11,11,11,11
2001,A3055,10,10,10,10,10,10
2001,A3056,2,2,2,2,2,2
2001,A3057,14,14,14,14,14,14
2001,A3058,7,7,7,7,7,7
2001,A3059,1,1,1,1,1,1
2001,A306,5,5,5,5,5,5
2001,A3060,3,3,3,3,3,3
2001,A3062,2,2,2,2,2,2
2001,A3063,4,4,4,4,4,4
2001,A3064,2,2,2,2,2,2
2001,A3065,1,1,1,1,1,1
2001,A3066,6,6,6,6,6,6
2001,A307,18,18,18,18,18,18
2001,A3071,1,1,1,1,1,1
2001,A3072,12,12,12,12,12,12
2001,A3073,1,1,1,1,1,1
2001,A3074,2,2,2,2,2,2
2001,A3075,2,2,2,2,2,2
2001,A3076,1,1,1,1,1,1
2001,A3078,2,2,2,2,2,2
2001,A3079,1,1,1,1,1,1
2001,A308,47,47,47,47,47,47
2001,A3082,3,3,3,3,3,3
2001,A3083,3,3,3,3,3,3
2001,A3088,4,4,4,4,4,4
2001,A309,8,8,8,8,8,8
2001,A3090,7,7,7,7,7,7
2001,A3093,2,2,2,2,2,2
2001,A3094,2,2,2,2,2,2
2001,A3095,10,10,10,10,10,10
2001,A3098,7,7,7,7,7,7
2001,A31,37,37,37,37,37,37
2001,A310,8,8,8,8,8,8
2001,A3100,14,14,14,14,14,14
2001,A3102,12,12,12,12,12,12
2001,A311,4,4,4,4,4,4
2001,A3110,2,2,2,2,2,2
2001,A3111,2,2,2,2,2,2
2001,A3112,1,1,1,1,1,1
2001,A3113,1,1,1,1,1,1
2001,A312,21,21,21,21,21,21
2001,A3121,1,1,1,1,1,1
2001,A3122,3,3,3,3,3,3
2001,A3123,1,1,1,1,1,1
2001,A3124,2,2,2,2,2,2
2001,A3125,2,2,2,2,2,2
2001,A3126,2,2,2,2,2,2
2001,A313,5,5,5,5,5,5
2001,A314,4,4,4,4,4,4
2001,A315,23,23,23,23,23,23
2001,A316,13,13,13,13,13,13
2001,A317,8,8,8,8,8,8
2001,A318,1,1,1,1,1,1
2001,A319,2,2,2,2,2,2
2001,A32,11,11,11,11,11,11
2001,A320,19,19,19,19,19,19
2001,A3200,5,5,5,5,5,5
2001,A3201,1,1,1,1,1,1
2001,A3202,4,4,4,4,4,4
2001,A3203,5,5,5,5,5,5
2001,A3204,4,4,4,4,4,4
2001,A3205,6,6,6,6,6,6
2001,A3207,1,1,1,1,1,1
2001,A3209,1,1,1,1,1,1
2001,A321,13,13,13,13,13,13
2001,A3210,1,1,1,1,1,1
2001,A3211,10,10,10,10,10,10
2001,A3212,6,6,6,6,6,6
2001,A3213,2,2,2,2,2,2
2001,A3214,5,5,5,5,5,5
2001,A3216,7,7,7,7,7,7
2001,A3217,7,7,7,7,7,7
2001,A3218,5,5,5,5,5,5
2001,A3219,1,1,1,1,1,1
2001,A322,19,19,19,19,19,19
2001,A3220,28,28,28,28,28,28
2001,A323,13,13,13,13,13,13
2001,A324,3,3,3,3,3,3
2001,A325,24,24,24,24,24,24
2001,A3259,2,2,2,2,2,2
2001,A326,9,9,9,9,9,9
2001,A327,16,16,16,16,16,16
2001,A328,3,3,3,3,3,3
2001,A329,49,49,49,49,49,49
2001,A3290,1,1,1,1,1,1
2001,A329M,1,1,1,1,1,1
2001,A33,30,30,30,30,30,30
2001,A330,10,10,10,10,10,10
2001,A331,15,15,15,15,15,15
2001,A332,15,15,15,15,15,15
2001,A334,8,8,8,8,8,8
2001,A335,11,11,11,11,11,11
2001,A336,2,2,2,2,2,2
2001,A337,10,10,10,10,10,10
2001,A338,37,37,37,37,37,37
2001,A339,18,18,18,18,18,18
2001,A34,125,125,125,125,125,125
2001,A340,9,9,9,9,9,9
2001,A3400,17,17,17,17,17,17
2001,A341,6,6,6,6,6,6
2001,A342,16,16,16,16,16,16
2001,A343,11,11,11,11,11,11
2001,A344,1,1,1,1,1,1
2001,A345,11,11,11,11,11,11
2001,A346,7,7,7,7,7,7
2001,A347,8,8,8,8,8,8
2001,A348,7,7,7,7,7,7
2001,A349,7,7,7,7,7,7
2001,A35,55,55,55,55,55,55
2001,A350,35,35,35,35,35,35
2001,A351,2,2,2,2,2,2
2001,A352,8,8,8,8,8,8
2001,A353,7,7,7,7,7,7
2001,A354,18,18,18,18,18,18
2001,A355,14,14,14,14,14,14
2001,A356,5,5,5,5,5,5
2001,A357,6,6,6,6,6,6
2001,A358,19,19,19,19,19,19
2001,A359,9,9,9,9,9,9
2001,A36,49,49,49,49,49,49
2001,A360,10,10,10,10,10,10
2001,A3604,2,2,2,2,2,2
2001,A361,61,61,61,61,61,61
2001,A362,13,13,13,13,13,13
2001,A363,11,11,11,11,11,11
2001,A365,6,6,6,6,6,6
2001,A366,5,5,5,5,5,5
2001,A367,15,15,15,15,15,15
2001,A368,5,5,5,5,5,5
2001,A369,5,5,5,5,5,5
2001,A37,28,28,28,28,28,28
2001,A370,23,23,23,23,23,23
2001,A371,14,14,14,14,14,14
2001,A372,7,7,7,7,7,7
2001,A373,1,1,1,1,1,1
2001,A374,20,20,20,20,20,20
2001,A375,5,5,5,5,5,5
2001,A376,4,4,4,4,4,4
2001,A377,11,11,11,11,11,11
2001,A378,2,2,2,2,2,2
2001,A379,27,27,27,27,27,27
2001,A38,188,188,188,188,188,188
2001,A380,16,16,16,16,16,16
2001,A381,14,14,14,14,14,14
2001,A382,6,6,6,6,6,6
2001,A383,5,5,5,5,5,5
2001,A384,2,2,2,2,2,2
2001,A385,9,9,9,9,9,9
2001,A386,28,28,28,28,28,28
2001,A387,7,7,7,7,7,7
2001,A388,17,17,17,17,17,17
2001,A389,9,9,9,9,9,9
2001,A39,57,57,57,57,57,57
2001,A390,18,18,18,18,18,18
2001,A391,2,2,2,2,2,2
2001,A392,5,5,5,5,5,5
2001,A393,4,4,4,4,4,4
2001,A394,4,4,4,4,4,4
2001,A395,2,2,2,2,2,2
2001,A396,11,11,11,11,11,11
2001,A397,1,1,1,1,1,1
2001,A399,3,3,3,3,3,3
2001,A4,139,139,139,139,139,139
2001,A40,150,150,150,150,150,150
2001,A400,20,20,20,20,20,20
2001,A4000,11,11,11,11,11,11
2001,A4001,1,1,1,1,1,1
2001,A4003,1,1,1,1,1,1
2001,A4005,7,7,7,7,7,7
2001,A4006,2,2,2,2,2,2
2001,A4007,2,2,2,2,2,2
2001,A4008,5,5,5,5,5,5
2001,A401,9,9,9,9,9,9
2001,A4010,5,5,5,5,5,5
2001,A4012,5,5,5,5,5,5
2001,A4013,1,1,1,1,1,1
2001,A4015,1,1,1,1,1,1
2001,A4017,9,9,9,9,9,9
2001,A4018,6,6,6,6,6,6
2001,A4019,5,5,5,5,5,5
2001,A402,7,7,7,7,7,7
2001,A4020,18,18,18,18,18,18
2001,A4023,4,4,4,4,4,4
2001,A4025,5,5,5,5,5,5
2001,A4026,1,1,1,1,1,1
2001,A4029,1,1,1,1,1,1
2001,A403,4,4,4,4,4,4
2001,A4030,2,2,2,2,2,2
2001,A4031,11,11,11,11,11,11
2001,A4032,2,2,2,2,2,2
2001,A4033,1,1,1,1,1,1
2001,A4034,9,9,9,9,9,9
2001,A4036,3,3,3,3,3,3
2001,A4037,4,4,4,4,4,4
2001,A4038,2,2,2,2,2,2
2001,A4039,4,4,4,4,4,4
2001,A404,54,54,54,54,54,54
2001,A4040,20,20,20,20,20,20
2001,A4041,3,3,3,3,3,3
2001,A4042,11,11,11,11,11,11
2001,A4043,2,2,2,2,2,2
2001,A4044,4,4,4,4,4,4
2001,A4046,5,5,5,5,5,5
2001,A4047,4,4,4,4,4,4
2001,A4048,8,8,8,8,8,8
2001,A4049,5,5,5,5,5,5
2001,A405,5,5,5,5,5,5
2001,A4050,5,5,5,5,5,5
2001,A4051,5,5,5,5,5,5
2001,A4053,9,9,9,9,9,9
2001,A4054,22,22,22,22,22,22
2001,A4055,7,7,7,7,7,7
2001,A4058,8,8,8,8,8,8
2001,A4059,9,9,9,9,9,9
2001,A406,37,37,37,37,37,37
2001,A4060,3,3,3,3,3,3
2001,A4061,11,11,11,11,11,11
2001,A4063,9,9,9,9,9,9
2001,A4064,2,2,2,2,2,2
2001,A4065,2,2,2,2,2,2
2001,A4066,2,2,2,2,2,2
2001,A4067,11,11,11,11,11,11
2001,A4068,4,4,4,4,4,4
2001,A4069,5,5,5,5,5,5
2001,A407,5,5,5,5,5,5
2001,A4071,4,4,4,4,4,4
2001,A4072,1,1,1,1,1,1
2001,A4074,8,8,8,8,8,8
2001,A4075,3,3,3,3,3,3
2001,A4076,4,4,4,4,4,4
2001,A4077,3,3,3,3,3,3
2001,A4078,1,1,1,1,1,1
2001,A4079,1,1,1,1,1,1
2001,A408,3,3,3,3,3,3
